번호,분류,제목,내용,내용번호
211,경제,지방공기업의 결산은 어떤 과정을 거쳐 이루어 지는지요?,지방공기업의 결산은 회계년도가 종료된 날로부터 월이내에 결산서를 작성합니다 서울시장이 지정한 회계법인의 회계감사보고서를 첨부 서울시장의 승인을 받습니다 이 결산서와 재무제표는 모든 시민들이 경영상태를 알 수 있도록 홈페이지에 공표하고 있습니다      서울시 산하 지방공기업  최근 년간 결산 정보  확인 경로 서울시 홈페이지          분야별 정보  세금  공기업 지방공기업  산하 지방공기업 결산정보 바로가기  ,2897612
210,문화관광,[한강공원]에 화장실 총갯수와 위치는?,  총갯수  개 수세식 화장실 개 수거식 화장실 개 가 설치되어있음  위치확인 방법  한강시민공원   맵브라우저                에서 확인 가능함   한강공원 모든지구 화장실은 시간 개방 ,2898508
209,복지,서울시에서는 어린이날에 어떤 행사를 하나요?, 서울특별시 시민상 어린이 및 청소년 부문 수상자 시상  일시  년 월 일 일     장소  서울시청 본관 층 다목적홀          ,2898558
208,주택도시계획,월드컵공원 설계자를 알고 싶습니다,월드컵공원의 설계자를 다음과 같이 알려드립니다  평화의공원  기본설계  우대기술단 주  실시설계  주 선진엔지니어링종합건축사사무소 하늘공원  주 유신코퍼레이션  주 평화엔지니어링종합건축사사무소 노을공원  우대기술단 주  난지천공원  동일기술개발공사 난지한강공원  동부엔지니어링 주  주 제일엔지니어링 각각의 공원에 대한 총괄조정 밀레니엄공원 기본계획 수립  서울연구원 구 시정개발연구원  ,2895015
207,주택도시계획,남산 관광자원화 사업내용은?,남산관광자원화 사업의 주요내용은 야간관광 볼거리 창출을 비롯하여 크게 개 분야로 이루어져 있습니다      남산을 풍경화를 연상시키는 빛으로 형상화하여 야간관광 볼거리 창출     가 남산 빛의 병풍  팔각정과 서울타워 주변 중심으로 연출     나 희 노 애 락  남측순환로 중  국립극장 팔각정입구 를 개권역 구분     남산 역사 문화자원을 관광상품화     가 서울성곽터 역사관광자원 활용     나 봉수대옆 팔각정 봉수대 주변공간 약 평 에 조선시대 무기전시장 설치      역사적 사실 스토리텔링  강감찬 국회의사당 건립비화 등을 전문작가 의뢰하여 이야기거리 구성 및 조형물 설치     남산봉수대 복원 추진  동쪽에서 서쪽으로 개소 현 팔작정 앞 봉수대 포함 를 년 말까지 완료     봉수대 전통행사 재현 매일 정오      문화예술 엔터테인먼트 기능 강화     가 예술조각거리 조성  회현지구 장충지구 북측 산책로        나  서울타워 도쿄타워 화상통화시스템  민간위탁사업으로  엔시티에서 토쿄타워와 협의 중     다  서울타워 공중걷기 체험  민간위탁사업으로 전문업체를 통하여 설치  검토 중  ,2894472
206,교통,현재 서울시 시내버스 노선수 및 운행대수는?, 서울 시내버스 자세한 통계내용  서울시청 홈페이지              분야별 정보  교통  대중교통 택시  버스사업  버스에서 확인가능  바로가기   시내버스 노선 및 업체 차량현황 업체별 보유대수 마을버스현황 전세 특수버스 현황 버스운전자 현황 굴절 저상   버스 현황   버스정류소 및 승차대 현황 대중교통 이용객 현황 서울시  경기 인천 운행노선 현황   서울시 버스 노선 개수 확인하는 방법       토피스               버스  버스 검색결과 창 하단 중단 운행노선현황 클릭  엑셀파일 열기 하면 확인가능   서울시내 마을버스 업체 확인 방법  서울특별시 마을버스 운송사업조합                조합관련  각업체  구별로 선택하여 운수회사명 주소 전화번호 대표자 확인가능 ,2897176
205,행정,서울의 주민소득을 알 수 있나요?, 상세한 정보는 서울통계홈페이지               통계   주제별  경제  소득 및 지출에서 확인 가능   성별 임금실태 상용근로자 근로시간 및 월급여 서울 가계수지 실질임금 상승률 지역내 총생산 및 지출 경제활동별 시내총생산 시내 총생산에 대한 지출 등  정보 확인 가능 함 ,2897312
204,행정,서울시 전자우편 문의하려면?,오류 내용 담당 부서 및 담당자  접속시 비밀번호 로그인 오류 서울시청 이메일 소식지 수신 거부 신청 문의  정보기획관 정보기획담당관 인터넷운영팀 진수진   휴면 계정  메일쓰기 오류  정보기획단 정보시스템담당관 행정포털팀 김윤수   스팸차단 등으로 인해 메일수신 안됨  단 사안에 따라 다를 수 있음  데이터센터 인터넷통신과 최정윤    담당자에 문의 전   서울시홈페이지 전자우편 로그인  왼편 하단 환경설정  수신허용 목록 및 수신거부 목록 우선확인  스팸메일 이용자 자가차단 수신거부 설정 방법  서울시 홈페이지 전자우편 로그인  왼편 하단 환경설정  수신거부  이메일 주소와 설명란에 필요내용 기재 후 저장 버튼 클릭  수신거부 목록에 저장됨  수신거부된 메일의 수신거부 해제를 원하면 서울시 홈페이지 전자우편 로그인  왼편 하단 환경설정  수신거부  수신거부 메일주소 목록에서 해제 대상을 선택하여 삭제 버튼 클릭으로 해제   수신거부 설정하였음에도 특정 단어 제목 등 필터링 불가 차단안됨 문의시   내용 확인하여 데이터센터 인터넷통신과 최정윤  전달시   확인 후 시스템 자체의 차단 대상으로 반영 조치함  서울시 전자우편 메일 비밀번호 변경 방법  서울시청 홈페이지 로그인  마이서울  개인정보  비밀번호변경 항목에서 수정가능  서울시 전자우편 메일 편지함 용량 계정 용량    제공     ,2896592
203,행정,ㅇㅇ홈페이지가 안 열리는데요?,서울시 홈페이지는 웹브라우져의 일반적인 옵션에서 정상적으로 열립니다 다만 로그인창이나 특정부분이 안 열리는 경우에는 선생님  의 인터넷 옵션 보안탭에서      관련되는 부분을 사용으로 체크해주시고 팝업차단을 해제하여 주시면 정상적으로 접속하실 수 있습니다  ,2895386
202,행정,외국도시와 자매도시 맺은 현황 및 절차는?,서울시 자매도시 외국도시   훗카이도 우호교류촉진 캠페인 쿠폰   서울시와 홋카이도에서 양지역 교류 확대를 위해 홋카이도 방문 서울시민을 대상으로 우대 쿠폰 발급중   기간  년 월 일 수  년 월 일 목   대상자  서울시 거주 시민   캠페인 우대시설 개소  개척촌 오호츠크 유빙과학센터 근대미술관 미기시 코타로 미술관 아사히가와 미술관                      하코다테 미술관 오비히로 미술관 북방민족 박물관 문학관 훗카이도 박물관   캠페인 협력시설 개소  쿠시로 예술관 매장문화재 센터 캠페인 협력시설은 우대는 없으며 협력만 함   사용법  우대쿠폰 인쇄하여 대상 시설 창구에 제시   쿠폰 발급 방법  서울시청 홈페이지 우측 하단 년도 서울특별시 홋카이도 우호교류 추진 캠페인 배너 클릭                팝업창에서 쿠폰출력   자매 우호도시현황   자매 우호도시 현황     년 월 현재 자매 도시 개소  우호 도시 개소   직접 검색 경로  서울시 홈페이지  분야별 정보  경제  투자유치  국제협력  서울시 자매도시    국가 도시명 시장이름 인구 면적 결연일 당시 서울시장 등의 정보를 표로 제공   교류각서체결 절차   자매결연 대상도시 선정 결연여건 지역적 특수성 감안   각종자료수집 비교분석 여건검토 행정규모 지역여건   자매결연 제의 주민의견 수렴 등 충분한 검토   자매결연 교섭 추진  결연 승인전 사전교류 상호교류여건조성   지방의회에 사전보고 및 지방의회 의결  결연체결   자매도시 결연 절차   자매결연 대상도시 선정 결연여건 지역적 특수성 감안   각종자료수집 비교분석 여건검토 행정규모 지역여건   자매결연 제의 주민의견 수렴 등 충분한 검토   자매결연 교섭 추진  결연 승인전 사전교류 상호교류여건조성   지방의회에 사전보고 및 지방의회 의결  결연체결   자매 우호도시 교류강화   자매 우호도시 간 홈페이지 상호 링크                 자매 우호도시에 시정 관련 홍보물 송부  자매 우호도시 기념일에 서한문 발송   기타사항   각 자치구 자매도시 확인은 해당구청 문화공보과 문화체육과 로 문의   서울시에서 관리하지 않음   ,2897395
